"age_at_death","birth_date","died","eva_count","eva_duration","fai_flights_count","fai_flights_duration","flown","name","nationality","non_fai_flight_flight_count","non_fai_flight_flight_duration","selection_group","significant_flight_count","significant_flight_duration","status"
"","1927-12-08","","0","","0","","False","Vladimir Aleksandrovich  Shatalov","Russian","0","","Air Force Group 2","0","","Retired"
"33.3","1940-04-09","1973-07-19","0","","0","","False","Vasily Dmitriyevich Shcheglov","Russian","0","","Air Force Group 3","0","","Deceased"
"42.6","1946-01-19","1988-08-18","0","","0","","False","Alexandr Vladimirovich Shchukin","Belarusian","0","","Buran Group","0","","Deceased"
"54.0","1947-06-30","2001-06-25","0","","0","","False","Yuri Petrovich Sheffer","Russian","0","","MAP Group 4","0","","Deceased"
"","1949-07-26","","0","","0","","False","William McMichael Shepherd""Bill""","American","0","","NASA Group 10","0","","Retired"
"","1958-12-29","","0","","0","","False","Nancy Jane Currienee: Sherlock","American","0","","NASA Group 13","0","","Inactive"
"","1972-02-20","","2","14h 28m","0","","False","Anton Nikolaevich Shkaplerov","Russian","0","","Air Force Group 13","0","","Active"
"61.7","1935-08-03","1997-04-07","0","","0","","False","Georgi Stepanovich Shonin","Russian","0","","Air Force Group 1","0","","Deceased"
"","1944-09-23","","0","","0","","False","Loren James Shriver","American","0","","NASA Group 8","0","","Retired"
"","1953-04-27","","0","","0","","False","Ellen Louise Bakernee: Shulman","American","0","","NASA Group 10","0","","Inactive"
"","1973-09-18","","0","","0","","False","Mark Richard Shuttleworth","South African","0","","","0","","Inactive"
"","United States","","0","","0","","False","Peter Siebold","American","0","","SpaceShipOne","0","","Active"
"","1958-07-15","","0","","0","","False","Benoit Silve","French","0","","Italian Space Agency Group","0","","Retired"
"","1948-09-10","","0","","0","","False","Charles   Simonyi","American","0","","","0","","Inactive"
"","1971-02-03","","0","","0","","False","S. Vanajah Subramaniam Siva","Malaysian","0","","Angkasawan Group","0","","Active"
"","1969-12-24","","3","16h 46m","0","","False","Oleg Ivanovich  Skripochka","Russian","0","","Energia Engineer Group 14","0","","Active"
"69.3","1924-03-01","1993-06-13","0","","0","","False","Donald Keat Slayton""Deke""","American","0","","NASA Group 1","0","","Deceased"
"","1932-10-25","","0","","0","","False","Lev Nikolayevich Smirenny","Russian","0","","IMBP Group 1","0","","Retired"
"40.7","1945-04-30","1986-01-28","0","","0","","False","Michael John Smith","American","0","","NASA Group 9","1","1m 13s","Deceased"
"","1958-12-30","","7","1h 48m","0","","False","Stephen Lee Smith","American","0","","NASA Group 14","0","","Inactive"
"","1978-06-02","","0","","0","","False","Yi   So-yeon","South Korean","0","","Korean Astronaut Program Group","0","","Retired"
"","1944-01-12","","0","","0","","False","Aleksandr Mikhailovich Sokovykh","Russian","0","","Buran Group 1","0","","Retired"
"59.7","1936-11-06","1996-08-04","0","","0","","False","Mikhail Vladimirovich Sologub","Russian","0","","Air Force Group 4","0","","Deceased"
"","1948-01-16","","16","6h 48m","0","","False","Anatoliy Y. Solovyov","Russian","0","","Air Force Group 6","0","","Retired"
"","1946-11-11","","8","7h 40m","0","","False","Vladimir A. Solovyov","Russian","0","","Energia Engineer Group 5","0","","Retired"
"","1937-09-06","","0","","0","","False","Irina Bayanovna Solovyova","Russian","0","","Female Group 1","0","","Retired"
"44.8","1931-03-30","1976-01-23","0","","0","","False","Alexei Vasilyevich Sorokin","Russian","0","","Voskhod Group","0","","Deceased"
"","1954-06-25","","0","","0","","False","Katherine Eileen Robertsnee: Sparks","American","0","","MSE Group 2","0","","Retired"
"","1955-11-29","","0","","0","","False","Jess Mitchell Sponable","American","0","","MSE Group 2","0","","Retired"
"","1942-05-21","","0","","0","","False","Robert Clyde Springer""Bob""","American","0","","NASA Group 9","0","","Retired"
"","1944-09-03","","2","12h 20m","0","","False","Sherwood Clark Spring""Woody""","American","0","","NASA Group 9","0","","Retired"
"","1942-06-08","","0","","0","","False","Aleksandr Aleksandrovich Skvortsov, Sr.","Russian","0","","Air Force Group 3","0","","Active"
"","1930-09-17","","1","2h 8m","0","","False","Thomas Patten Stafford""Tom""","American","0","","NASA Group 2","0","","Retired"
"46.1","1944-07-26","1990-09-09","0","","0","","False","Rimantas Antanas-Antonovich Stankiavicius","Lithuanian","0","","Buran Group","0","","Deceased"
"","1963-02-07","","5","9h 42m","0","","False","Heidemarie Martha Stefanyshyn-Pipernee: Stefanyshyn","American","0","","NASA Group 16","0","","Retired"
"","1948-01-03","","0","","0","","False","Vladimir Steklov","Russian","0","","Energia Engineer Group 14 Supplemental","0","","Retired"
"78.5","1937-04-17","2015-10-19","0","","0","","False","Eduard Nikolayevich Stepanov","Russian","0","","Air Force Group 3","0","","Deceased"
"","1936-09-27","","0","","0","","False","Yuri Nikolayevich Stepanov","Russian","0","","IMBP Group 4","0","","Retired"
"","1960-11-25","","0","","0","","False","Theresa Mary Tittlenee: Stevens","American","0","","MSE Group 3","0","","Retired"
"","1942-08-13","","2","12h 12m","0","","False","Robert Lee Stewart","American","0","","NASA Group 8","0","","Retired"
"","1961-10-24","","0","","0","","False","Susan Leigh Still-Kilrainnee: Still","American","0","","NASA Group 15","0","","Retired"
"","1962-11-19","","1","6h 35m","0","","False","Nicole Passonno  Stott","American","0","","NASA Group 18","0","","Inactive"
"","1961-01-24","","0","","0","","False","Krasimir Mikhailov Stoyanov","Bulgarian","0","","International Group","0","","Retired"
"64.2","1940-10-28","2004-12-25","6","21h 41m","0","","False","Gennadi M. Strekalov","Russian","0","","Energia Engineer Group 4","1","4m","Deceased"
"","United States","","0","","0","","False","Mark Stucky","American","0","","SpaceShipTwo","0","","Active"
"","1961-08-11","","0","","0","","False","Frederick Wilford Sturckow""Rick""","American","0","","NASA Group 15","0","","Retired"
"","1951-10-03","","1","3h 33m","0","","False","Kathryn Dwyer Sullivan""Kathy""","American","0","","NASA Group 8","0","","Retired"
"","1948-11-18","","0","","0","","False","Ural Nazibovich Sultanov","Russian","0","","MAP Group 2","0","","Retired"
"","1970-12-27","","0","","0","","False","Naoko   Yamazakinee: Sumino","Japanese","0","","NASDA Group 4","0","","Retired"
"","1945-04-10","","0","","0","","False","Eric Edward Sundberg","American","0","","MSE Group 1","0","","Retired"
"","1972-05-24","","2","9h 22m","0","","False","Maksim Viktorovich  Surayev","Russian","0","","Air Force Group 12","0","","Retired"
"","1960-12-03","","5","3h 57m","0","","False","Steven Ray Swanson","American","0","","NASA Group 17","0","","Inactive"
"","1955-02-19","","0","","0","","False","Roberto Maria Tacchino","Italian","0","","Italian Space Agency Group","0","","Retired"
"","1963-03-05","","0","","0","","False","Satoshi Takamatsu","Japanese","0","","","0","",""
"","1942-01-29","","0","","0","","False","Arnaldo   Tamayo-Mendez","Cuban","0","","1978 Intercosmos Group","0","","Retired"
"","1961-02-01","","6","15h 11m","0","","False","Daniel Michio Tani","American","0","","NASA Group 16","0","","Retired"
"","1950-01-21","","7","22h 29m","0","","False","Joseph Richard Tanner","American","0","","NASA Group 14","0","","Retired"
"","1974-12-29","","0","","0","","False","Yevgeni Igorevich Tarelkin","Russian","0","","Energia Engineer Group 15","0","","Retired"
"39.8","1930-11-27","1970-09-04","0","","0","","False","James Martin Taylor","American","0","","USAF MOL Group 1","0","","Deceased"
"","1937-03-06","","0","","0","","False","Valentina V. Tereshkova","Russian","0","","Female Group 1","0","","Retired"
"","1943-07-03","","0","","0","","False","Norman Earl Thagard""Norm""","American","0","","NASA Group 8","0","","Retired"
"32.2","1949-06-30","1981-09-01","0","","0","","False","Bui Liem Thanh","Vietnamese","0","","1979 Intercosmos Group","0","","Deceased"
"","1953-09-02","","0","","0","","False","Gerhard J. P. Thiele","German","0","","1987 German Group","0","","Inactive"
"","1953-08-17","","0","","0","","False","Robert Brent Thirsk","Canadian","0","","CSA Group 1","0","","Resigned"
"","1951-12-18","","1","6h 21m","0","","False","Andrew Sydney Withiel  Thomas","American","0","","NASA Group 14","0","","Inactive"
"","1955-05-06","","0","","0","","False","Donald Alan Thomas""Don""","American","0","","NASA Group 13","0","","Retired"
"67.3","1926-05-04","1993-08-06","0","","0","","False","Milton Orville Thompson","American","0","","Dyna-Soar Group 1","14","1h 49m 29s","Deceased"
"","1956-01-14","","0","","0","","False","William David Thompson","American","0","","MSE Group 2","0","","Retired"
"33.3","1953-02-11","1986-05-24","0","","0","","False","Steven Douglas Thorne","American","0","","NASA Group 11","0","","Deceased"
"","1929-04-14","","0","","0","","False","William Edgar Thornton""Bill""","American","0","","NASA Group 6","0","","Retired"
"","1955-05-19","","3","17h 46m","0","","False","Pierre Joseph Thuot","American","0","","NASA Group 11","0","","Retired"
"","United States","","0","","0","","False","Jim Tighe","American","0","","SpaceShipTwo","0","","Retired"
"","1982-05-23","","0","","0","","False","Nikolai Vladimirovich Tikhonov","Russian","0","","Energia Engineer Group 16","0","","Active"
"","1949-08-24","","0","","0","","False","Anna Lee Fishernee: Tingle","American","0","","NASA Group 8","0","","Inactive"
"","1965-07-19","","1","7h 24m","0","","False","Scott David Tingle","American","0","","NASA Group 20","0","","Active"
"","1940-08-08","","0","","0","","False","Dennis Anthony Tito","American","0","","","0","","Inactive"
"65.0","1935-09-11","2000-09-20","0","","0","","False","Gherman Stepanovich  Titov","Russian","0","","Air Force Group 1","0","","Deceased"
"","1947-01-01","","4","18h 48m","0","","False","Vladimir G. Titov","Russian","0","","Air Force Group 6","1","4m","Retired"
"","1949-09-30","","0","","0","","False","Michel   Tognini","French","0","","CNES Group 2","0","","Inactive"
"","1952-10-29","","2","11h 5m","0","","False","Valery Ivanovich  Tokarev","Russian","0","","Buran Group 3","0","","Retired"
"","1951-01-20","","0","","0","","False","Maghomed Omarovich Tolboyev","Russian","0","","MAP Group 2","0","","Retired"
"","1958-08-17","","1","5h 21m","0","","False","Sergei Ye Treschev","Russian","0","","Energia Engineer Group 11","0","","Retired"
"","1954-05-06","","0","","0","","False","Sergei Nikolayevich Tresvyatski","Russian","0","","MAP Group 4","0","","Retired"
"","1950-09-14","","0","","0","","False","Eugene Hau-Chau  Trinh""Gene""","American","0","","","0","","Retired"
"","1937-11-12","","0","","0","","False","Richard Harrison Truly""Dick""","American","0","","USAF MOL Group 1","0","","Retired"
"","1945-09-21","","0","","0","","False","Bjarni   Tryggvason","Canadian","0","","CSA Group 1","0","","Retired"
"","1954-02-20","","6","19h 12m","0","","False","Vasili V. Tsibliyev","Russian","0","","Air Force Group 8","0","","Retired"
"","1947-02-14","","0","","0","","False","Pham   Tuan","Vietnamese","0","","1979 Intercosmos Group","0","","Retired"
"","1960-02-03","","5","1h 32m","0","","False","Mikhail V. Tyurin","Russian","0","","Energia Engineer Group 12","0","","Active"
"","1957-10-09","","7","6h 49m","0","","False","Yuri V. Usachyov","Russian","0","","Energia Engineer Group 10","0","","Retired"
"","1985-07-10","","0","","0","","False","Ivan Viktorovich Vagner","Russian","0","","Energia Engineer Group 18","0","","Active"
"","1971-11-11","","0","","0","","False","Konstantin Anatolyevich Valkov","Russian","0","","Air Force Group 12","0","","Retired"
"46.1","1934-08-15","1980-10-02","0","","0","","False","Valentin Stepanovich Varlamov","Russian","0","","Air Force Group 1","0","","Deceased"
"50.4","1952-03-08","2002-07-19","0","","0","","False","Vladimir V. Vasyutin","Russian","0","","Air Force Group 6","0","","Deceased"
"51.0","1944-09-18","1995-10-03","0","","0","","False","Charles Lacy Veach","American","0","","NASA Group 10","0","","Deceased"
"","1952-02-19","","0","","0","","False","Rodolfo   Neri Vela","Mexican","0","","","0","","Retired"
"","1943-11-21","","0","","0","","False","David Matthew Vidrine","American","0","","MSE Group 1","0","","Retired"
"","1950-08-24","","0","","0","","False","Franz   Viehböck","Austrian","0","","Austrian Commercial Group","0","","Retired"
"","1947-03-29","","6","19h 39m","0","","False","Aleksandr S. Viktorenko","Russian","0","","Air Force Group 7","0","","Retired"
"","1953-08-31","","6","7h 47m","0","","False","Pavel V. Vinogradov","Russian","0","","Energia Engineer Group 11","0","","Active"
"","1951-06-16","","0","","0","","False","Michel Yves Viso","French","0","","CNES Group 2","0","","Retired"
"","1964-10-15","","0","","0","","False","Roberto   Vittori","Italian","0","","1998 ESA Group","0","","Active"
"79.7","1937-04-12","2017-01-03","0","","0","","False","Igor P. Volk","Russian","0","","Buran Group","0","","Deceased"
"","1948-05-27","","2","10h 12m","0","","False","Aleksandr Aleksandrovich Volkov","Russian","0","","Air Force Group 6","0","","Retired"
"","1973-01-04","","4","23h 20m","0","","False","Sergey Aleksandrovich  Volkov","Ukrainian","0","","Air Force Group 12","0","","Retired"
"35.6","1935-11-23","1971-06-30","0","","0","","False","Vladislav N. Volkov","Russian","0","","Energia Engineer Group 1","0","","Deceased"
"","1942-04-24","","0","","0","","False","Valeri Abramovich Voloshin","Russian","0","","Air Force Group 3","0","","Retired"
"","1934-12-18","","0","","0","","False","Boris Valentinovich  Volynov","Russian","0","","Air Force Group 1","0","","Retired"
"79.2","1931-02-24","2010-05-12","0","","0","","False","Lev Vasilyevich Vorobyov","Russian","0","","Air Force Group 2","0","","Deceased"
"63.4","1930-06-11","1993-10-31","0","","0","","False","Anatoli Fyodorovich Voronov","Russian","0","","Air Force Group 2","0","","Deceased"
"55.3","1956-10-08","2012-02-06","0","","0","","False","Janice Elaine Voss","American","0","","NASA Group 13","0","","Deceased"
"","1949-03-03","","4","22h 45m","0","","False","James Shelton Voss""Jim""","American","0","","NASA Group 12","0","","Retired"
"35.2","1958-04-17","1993-07-11","0","","0","","False","Sergei Yuriyevich Vozovikov","Russian","0","","Air Force Group 11","0","","Deceased"
"","1963-08-01","","0","","0","","False","Koichi   Wakata","Japanese","0","","NASDA Group 2","0","","Active"
"","1962-10-10","","5","12h 23m","0","","False","Rex Joseph Walheim","American","0","","NASA Group 16","0","","Active"
"","1948-08-29","","0","","0","","False","Charles David Walker","American","0","","","0","","Retired"
"45.3","1921-02-20","1966-06-08","0","","0","","False","Joseph Albert Walker","American","0","","Man In Space Soonest","22","3h 31m 29s","Deceased"
"","1965-06-04","","0","","0","","False","Shannon   Walker","American","0","","NASA Group 19","0","","Active"
"56.9","1944-05-20","2001-04-23","0","","0","","False","David Matheson Walker""Dave""","American","0","","NASA Group 8","0","","Deceased"
"","1954-02-09","","0","","0","","False","Ulrich Hans Walter","German","0","","1987 German Group","0","","Retired"
"","1955-09-06","","2","12h 52m","0","","False","Carl Erwin Walz","American","0","","NASA Group 13","0","","Retired"
"","1970","","0","","0","","False","Liu Wang","Chinese","0","","Group 1","0","","Active"
"","1940-06-16","","0","","0","","False","Taylor Gun-Jin  Wang","American","0","","","0","","Retired"
"","1988","","0","","0","","False","Jessica Watkins","American","0","","NASA Group 22","0","",""
"","1949-09-10","","0","","0","","False","John Brett Watterson","American","0","","MSE Group 1","0","","Retired"
"","1962-08-24","","0","","0","","False","Mary Ellen Weber","American","0","","NASA Group 14","0","","Retired"
"85.2","1932-07-25","2017-10-23","2","2h 14m","0","","False","Paul Joseph Weitz","American","0","","NASA Group 5","0","","Deceased"
"","1943-01-14","","0","","0","","False","Shannon Matilda Lucidnee: Wells","American","0","","NASA Group 8","0","","Retired"
"","1952-11-27","","0","","0","","False","James Donald Wetherbee""Jim""","American","0","","NASA Group 10","0","","Retired"
"","1960-05-05","","6","19h 30m","0","","False","Douglas Harry Wheelock","American","0","","NASA Group 17","0","","Active"
"87.4","1918-12-09","2006-04-29","0","","0","","False","Alvin Swauger White","American","0","","Man In Space Soonest","0","","Deceased"
"85.7","1924-07-06","2010-03-17","0","","0","","False","Robert Michael White","American","0","","Man In Space Soonest","15","2h 29m 1s","Deceased"
"","1960-02-09","","10","12h 21m","0","","False","Peggy Annette Whitson","American","0","","NASA Group 16","0","","Active"
"","1949-10-31","","0","","0","","False","Terrence Wade Wilcutt""Terry""","American","0","","NASA Group 13","0","","Inactive"
"74.0","1942-02-13","2016-02-23","0","","0","","False","Donald Edward Williams","American","0","","NASA Group 8","0","","Deceased"
"","1958-01-18","","5","6h 55m","0","","False","Jeffrey Nels Williams","American","0","","NASA Group 16","0","","Active"
"","1965-09-19","","7","2h 40m","0","","False","Sunita Lyn Williams","American","0","","NASA Group 17","0","","Active"
"","1954-05-16","","3","17h 47m","0","","False","Dafydd Rhys Williams""Dave""","Canadian","0","","CSA Group 2","0","","Retired"
"","1962-12-29","","4","1h 36m","0","","False","Barry E. Wilmore""Butch""","American","0","","NASA Group 18","0","","Active"
"","1966-09-27","","0","","0","","False","Stephanie Diana Wilson","American","0","","NASA Group 16","0","","Active"
"","1961-04-25","","0","","0","","False","Frank De Winne","Belgian","0","","1998 ESA Group","0","","Active"
"","1975-11-11","","2","12h 47m","0","","False","Gregory Reid Wiseman""Reid""","American","0","","NASA Group 20","0","","Active"
"","1958-08-16","","3","19h 53m","0","","False","Peter Jeffry Karl Wisoff""Jeff""","American","0","","NASA Group 13","0","","Retired"
"","1956-08-23","","7","17h 57m","0","","False","David Alan Wolf","American","0","","NASA Group 13","0","","Inactive"
"65.4","1924-08-09","1990-01-01","0","","0","","False","James Wayne Wood","American","0","","Dyna-Soar Group 1","0","","Deceased"
"","1932-02-07","","1","39m","0","","False","Alfred Merrill Worden","American","0","","NASA Group 5","0","","Retired"
"","1947-08-31","","0","","0","","False","Keith Charles Wright","American","0","","MSE Group 1","0","","Retired"
"","China","","0","","0","","False","Zhang Xiao-guang","Chinese","0","","Group 1","0","","Active"
"","China","","0","","0","","False","Cai Xu-zhe","Chinese","0","","Group 2","0","","Active"
"","1980-01-27","","0","","0","","False","Wang Ya-ping","Chinese","0","","Group 2","0","","Active"
"57.1","1955-04-03","2012-05-09","0","","0","","False","Aleksandr Nikolaevich Yablontsev","Russian","0","","Buran Group 3","0","","Deceased"
"49.3","1940-12-31","1990-05-02","0","","0","","False","Oleg Anatolyevich Yakovlev","Russian","0","","Air Force Group 3","0","","Deceased"
"","1978-10-06","","0","","0","","False","Liu   Yang","Chinese","0","","Group 2","0","","Active"
"82.3","1930-07-08","2012-11-10","0","","0","","False","Valeri Aleksandrovich Yazdovsky","Russian","0","","Energia Engineer Group 2","0","","Deceased"
"","1956-05-28","","0","","0","","False","Glenn Scott Yeakel","American","0","","MSE Group 2","0","","Retired"
"56.8","1937-11-26","1994-09-12","0","","0","","False","Boris B. Yegorov","Russian","0","","Voskhod Group","0","","Deceased"
"","1934-07-13","","1","53m","0","","False","Aleksei S. Yeliseyev","Russian","0","","Energia Engineer Group 1","0","","Retired"
"41.8","1951-03-03","1992-12-05","0","","0","","False","Sergei Aleksandrovich Yemelyanov","Russian","0","","Energia Engineer Group 7","0","","Deceased"
"76.1","1939-05-06","2015-05-25","0","","0","","False","Zhanna Dmitriyevna Yerkina","Russian","0","","Female Group 1","0","","Deceased"
"69.7","1928-06-21","1998-02-15","0","","0","","False","Valentin Gavriyilovich Yershov","Russian","0","","Academy of Sciences Group","0","","Deceased"
"87.3","1930-09-24","2018-01-05","8","23h 15m","0","","False","John Watts Young","American","0","","NASA Group 2","0","","Deceased"
"","1970","","0","","0","","False","Kimiya Yui","Japanese","0","","JAXA Group 1","0","","Active"
"","1959-01-03","","9","11h 29m","0","","False","Fyodor Nikolayevich  Yurchikhin","Russian","0","","Energia Engineer Group 14","0","","Active"
"","1941-02-26","","0","","0","","False","Dmitri Andreyevich Yuyukov","Russian","0","","Almaz Engineer Group 2","0","","Retired"
"","1946-04-19","","0","","0","","False","Viktor Viktorovich Zabolotski","Russian","0","","MAP Group 3","0","","Retired"
"81.5","1932-04-29","2013-10-20","0","","0","","False","Dmitri Alekseyevich Zaikin","Russian","0","","Air Force Group 1","0","","Deceased"
"52.7","1957-08-05","2010-05-05","0","","0","","False","Andrei Yevgenyevich Zaitsev","Russian","0","","Energia Engineer Group 8","0","","Deceased"
"","1952-04-22","","0","","0","","False","Tamara Sergeyevna Zakharova","Russian","0","","Female Group 2","0","","Retired"
"","1962-04-21","","1","4h 52m","0","","False","Sergy V. Zalyotin","Russian","0","","Air Force Group 11","0","","Retired"
"","1962-06-29","","0","","0","","False","George David Zamka","American","0","","NASA Group 17","0","","Inactive"
"","China","","0","","0","","False","Pan Zhan-chun","Chinese","0","","Group 1","0","","Active"
"","1966-12-10","","1","14m","0","","False","Zhai   Zhi-gang","Chinese","0","","Group 1","0","","Active"
"","1937-06-18","","0","","0","","False","Vitaly Mikhailovich  Zholobov","Ukrainian","0","","Air Force Group 2","0","","Retired"
"","1956-09-08","","0","","0","","False","Sergei Aleksandrovich Zhukov","Russian","0","","Energia Engineer Group 15","0","","Retired"
"","1942-01-08","","0","","0","","False","Vyacheslav D. Zudov","Russian","0","","Air Force Group 3","0","","Retired"
